text,summary
"Lok Sabha Speaker Sumitra Mahajan has notified that a 1500-square foot crÃÂ¨che facility will be set up in the Parliament House for an ""inclusive and supportive work environment"" for its female employees. This comes after Women and Child Development Minister Maneka Gandhi wrote to Mahajan saying that the facility was crucial, as one-third employees at the Parliament are women.",क्रैच सुविधा स्थापित करने के लिए संसद भवन 
"Bank of England Governor Mark Carney said Bitcoin has ""pretty much failed"" as a currency. He said, ""It (Bitcoin) is not a store of value because it is all over the map. Nobody uses it as a medium of exchange."" However, the cryptocurrency's underlying technology may still prove useful in verifying financial transactions in a decentralised way, he added.",बिटकॉइन एक मुद्रा के रूप में बहुत असफल रहा: बैंक ऑफ इंग्लैंड 
"Motor company TVS-backed Mumbai-based car servicing startup Carcrew has acquired Delhi-based ClickGarage for an undisclosed amount in a stock-and-cash deal, the startup said. All employees at ClickGarage will join the car servicing startup, as part of the deal. Founded in 2016, Carcrew offers an online repair marketplace that provides customers all car related service requirements. ","TVS- समर्थित कार सर्विसिंग स्टार्टअप Carcrew, ClickGarage खरीदता है "
"A British man drove his car across 21 countries to visit two pubs, which he claimed were the world's northernmost and southernmost pubs. He started the over 32,000-kilometre journey at a pub on the Svalbard archipelago in Norway and travelled to a pub in Puerto Williams village, Chile. The seven-month-long journey is being called the world's longest pub crawl.","नॉर्वे और चिली में दो पबों की यात्रा के लिए मैन ने 32,000 किमी "
A Bangkok court has granted paternity rights to a 28-year-old Japanese man for 13 children he fathered through Thai surrogate mothers. Mitsutoki Shigeta had sued the Thai Social Development Ministry for the kids' custody after it was revealed that he had fathered 16 children. The ruling stated that Shigeta was wealthy and had made preparations to care for the children.,थाई सरोगेट्स से पैदा हुए 13 बच्चों को मैन पितृत्व अधिकार देता है 
"Haryanvi singer Vikas Kumar has sent a legal notice to the makers of 'Veerey Ki Wedding' suing them for Ã¢ÂÂ¹7 crore while alleging that his song 'Hat Ja Tau' has been used without his permission. The film's version titled 'Hatt Ja Tau' features dancer Sapna Choudhary. ""We have also sent a complaint to CFBC Chairman Prasoon Joshi,Ã¢ÂÂ said Kumar's lawyer.",Singer हट जा ताऊ ’गायक ने कॉपीराइट लाइन पर ¢ cr7 करोड़ के लिए निर्माताओं पर मुकदमा दायर किया 
"Actor Sylvester Stallone has said that social media reports of his death are not true while adding, ""Ignore this stupidity."" The 71-year-old actor's younger brother Frank Stallone tweeted, ""Rumors that my brother is dead are false. What kind of sick demented cruel mind thinks of things like this to post?""",इस मूर्खता को अनदेखा करें: अपनी मृत्यु की अफवाहों पर रुकें 
"Jeweller Nirav Modi's lawyer Vijay Aggarwal has said PNB's $1.77-billion fraud case against his client will collapse just like the 2G scam and Bofors scandal. Aggarwal said the probing agencies won't be able to prove the charges. He added that if Nirav wanted to commit a fraud and run away, then like Vijay Mallya, he would have taken everything abroad.",PNG केस 2G घोटाले की तरह ढह जाएगा बोफोर्स: नीरव के वकील 
"Indian captain Virat Kohli has achieved the most rating points for any batsman in the ICC ODI rankings in 27 years, achieving 909 points after the South Africa ODI series. Kohli is also the first Indian to cross 900 points in the 50-over format. He is only the second player to have over 900 points in Tests and ODIs concurrently.",27 साल में कोहली के पास किसी भी बल्लेबाज के उच्चतम रेटिंग अंक हैं 
"Israeli visual aid company OrCam has developed a device for visually impaired users which can be attached to a pair of eyeglasses and can read text aloud. Priced at $4,500, the device can also announce the names of friends and family in 12 languages. The startup has been valued at $1 billion after a recent $30.4 million round of funding.","स्टार्टअप डिवाइस बनाता है जो चश्मे पर फिट बैठता है, पाठ जोर से पढ़ता है "
"Three of UK's largest cities have partnered to attract more tourists from three of the world's fastest-growing markets Ã¢ÂÂ India, China and the Gulf Cooperation Council (GCC) countries which include Saudi Arabia and UAE among others. In a first-of-its-kind partnership, London, Manchester, and Birmingham will collaborate on the 'Experience England' initiative to promote the best of English tourism.",ब्रिटेन के तीन शहर भारत से अधिक पर्यटकों को आकर्षित करने के लिए भागीदार हैं 
"Japan-based carmaker Aspark has developed an electric car called Aspark Owl which goes from 0-100 kmph in 2 seconds, missing Tesla Roadster's world record by 0.1 seconds. Further, the Owl, which can deliver a range of 150 km on a single charge, will reportedly be priced at $4.4 million and start with a limited production run of 50 units.","कार 2 सेकंड में 0-100 किमी प्रति घंटे की रफ्तार से चली जाती है, 0.1 सेकंड के रिकॉर्ड से चूक जाती है "
"India's second Moon mission Chandrayaan-2, scheduled to launch in April 2018, is estimated to cost Ã¢ÂÂ¹800 crore, which is less than Hollywood sci-fi movie Interstellar's budget of Ã¢ÂÂ¹1,062 crore. ""We keep strict vigil on every stage of development of a spacecraft to avoid wastage, which helps us minimise the cost,"" said ISRO chairman K Sivan.",भारत का मून मिशन 'इंटरस्टेलर' फिल्म से सस्ता होगा 
"A school teacher at a government school in Uttar Pradesh's Kannauj has been arrested for allegedly stripping a class 8 student on the pretext of taking her measurements for a new uniform. Other students confirmed the allegations and added that this is not the first time the teacher did something like this, police officials said. ",'माप लेने' के लिए छात्र को उतारने के लिए शिक्षक 
"A video of a woman drying an underwear by holding it under the air conditioner vent of a recent Antalya-Moscow flight has gone viral online. Passengers were reportedly shocked but did not complain even though she continued to dry it for 20 minutes. While some people criticised her behaviour, others defended her saying it could have been a child's undergarment.",महिला ने फ्लाइट में एसी वेंट के नीचे अंडरवियर पिया 
"The UK's Royal Mint is releasing four new 50 pence coins featuring fictional characters like Peter Rabbit and Mrs Tittlemouse from the books by children's writer Beatrix Potter. The limited-edition coins will cost ÃÂ£60 (Ã¢ÂÂ¹5,400). They will be added to the Beatrix Potter collection, which was launched in 2016 to commemorate 150 years since her birth.","ब्रिटेन में खरगोश, माउस की विशेषता वाले नए बीट्रिक्स पॉटर सिक्के प्राप्त करने के लिए "
"Virat Kohli shared a picture of himself hugging wife Anushka Sharma with a portrait of a couple kissing in the backdrop on Instagram. Kohli, who credited Anushka for keeping him motivated during the South Africa ODI series, captioned the picture, ""My one and only!"" Anushka had accompanied Kohli to South Africa and returned to India earlier in January.",मेरी और केवल: कोहली ने पत्नी अनुष्का शर्मा के साथ तस्वीर साझा की 
"Actress Diana Penty took to Twitter to share the release date of her upcoming film 'Happy Phirr Bhag Jayegi' as August 24. Diana tweeted, ""Turns out I'm not the only 'Happy' around, there's one more on the run! Lace up @sonakshisinha, let's get this started."" The Mudassar Aziz directorial will be a sequel to the 2016 film 'Happy Bhag Jayegi'.",'हैप्पी फ़िर भाग जायेगी' की रिलीज़ डेट की घोषणा 
"An oak tree believed to have been planted 1,000 years ago in Wales has fallen. The oak tree was located along a linear earthwork roughly following the border of Wales and England. It had a girth of 36 feet, and is believed to have been planted to mark the site of the 893 AD Battle of Buttington. ","1,000 साल पुराने ओक के पेड़ पर वेल्श की सीमा अंकित है "
Football fans threw hundreds of tennis balls on the pitch during the Bundesliga match between Eintracht Frankfurt and RB Leipzig in a protest against Monday night football in Germany's top division. Fans also hurled toilet rolls at the goal forcing a delay after halftime. Supporters claimed the league was prepared to sacrifice their interests for the smallest of financial gains.,फैंस ने पिच पर टेनिस बॉल फेंककर सोमवार के खेल का विरोध किया 
"Wellington's Bert Vance conceded 77 runs in an over in a first-class match against Canterbury on February 20, 1990. Canterbury needed 95 to win in two overs and to encourage them to go after the target and lose wickets, Vance bowled a 22-ball over, including 17 no-balls. Interestingly, only five legitimate deliveries were bowled as umpires lost track of proceedings.",गेंदबाज ने केवल एक ओवर में 77 रन दिए 
"The Winter Olympics gold and silver medal-winning figure skating duos from Canada and France respectively share the same coach and practise at the same rink in Canada. The coach who trained the teams also coached the American pair that finished 4th in the event. Notably, the second-placed French figure skating duo suffered a wardrobe malfunction at the event.","एक ही कोच के साथ ओलंपिक टीमों ने स्वर्ण, रजत पदक जीते "
Technology giant Google has discovered another security flaw in Microsoft's Edge browser before Microsoft was ready to patch it. Google reportedly disclosed the bug to Microsoft in November and provided 90 days for the company to fix it before going public. This comes after Microsoft disclosed a Chrome security bug last year and criticised Google's approach to security patches. ,Google को Microsoft वेब ब्राउज़र में एक और सुरक्षा दोष है 
"Indian car manufacturer Mahindra Group has announced that the company will invest Ã¢ÂÂ¹900 crore in electric vehicles (EV) in the next four years. The company plans to invest Ã¢ÂÂ¹400 crore in Karnataka and Ã¢ÂÂ¹500 crore in Maharashtra. The plan aims to take the building capacity to 5,000 units a month and will manufacture all components of the EVs, except batteries.",महिंद्रा समूह इलेक्ट्रिक वाहनों में Â‚Â¹ Â‚Â¹900 करोड़ का निवेश करेगा 
"Homo erectus, the ancestors of modern humans which emerged in Africa about 1.8 million years ago, may have been mariners complete with sailing lingo, as per US-based linguist Daniel Everett. While other scientists were not convinced, Everett argued the species must have needed some form of language to communicate while sailing, for example, to say 'paddle there' or 'don't paddle'.",होमो इरेक्टस एक नाविक हो सकता था और बोल सकता था: अध्ययन 
"Six Israeli researchers ended a four-day Mars habitat experiment in the Negev desert on Sunday. The desert was chosen as it resembles the environment on Mars in aridity, geology, desolation and appearance, said the Ministry. Among several other Mars simulations worldwide, this mission investigated satellite communications, radiation, psychological effects of isolation, and life signs in the soil.",इजरायल के वैज्ञानिकों ने चार दिवसीय मॉक मंगल मिशन पूरा किया 
"In a statement released on Tuesday, Canadian Prime Minister Justin Trudeau said that Canada supports one, united India. ""We have been diligent in ensuring that we are taking our responsibility seriously on cracking down on extremism for peaceful dialogue,"" he added. This comes amid reports that PM Narendra Modi 'snubbed' Trudeau for his stance on the Khalistan movement. ","कनाडा एक का समर्थन करता है, एकजुट भारत: जस्टिन ट्रूडो "
"A Mangalore-bound passenger was arrested at the Mumbai airport for allegedly trying to smuggle gold biscuits worth around Ã¢ÂÂ¹7 lakh, the CISF has said. The incident took place after CISF personnel detected a metal-like object in his wallet during the security check. CISF added, ""He could not furnish valid documents for carrying the yellow metal.""",मुंबई हवाई अड्डे पर आयोजित held held7 लाख के सोने की तस्करी करने वाला आदमी 
"The Union Environment Ministry and the Delhi government jointly launched 'Clean Air Campaign' which saw 4,347 violations in a week, officials said on Monday. The officials added that 1,892 violators were fined, leading to a collection of Ã¢ÂÂ¹54 crore. The campaign was launched on February 10 to find a permanent solution to pollution in Delhi-NCR.",1 सप्ताह में दिल्ली में 4k से अधिक बार पर्यावरण के मानक फूटे 
"The Hockey India selectors on Tuesday brought back Sardar Singh as captain of an 18-member Indian squad for the 27th Sultan Azlan Shah Cup to be held in Ipoh, Malaysia from March 3. Sardar was dropped from the team for the last couple of events including the Hockey World League Final in Bhubaneswar at the year-end.",सरदार सिंह ने अज़लान शाह कप के लिए भारत के हॉकी कप्तान के रूप में वापसी की 
"North Korea could co-host the 2021 Asian Winter Games with South Korea to continue inter-Korean harmony and exchange, North Korea's representative on the International Olympic Committee, Chang Ung, has said. This comes amid easing of tensions between the two Koreas with North Korea participating in the 2018 Winter Olympics at the invitation of South Korea in Pyeongchang.",दक्षिण कोरिया के साथ 2021 एशियाई खेलों की सह-मेजबानी कर सकता है: उत्तर कोरिया 
German carmaker Volkswagen is planning to unveil its new electric concept car called I.D. Vizzion which would not have a steering wheel or pedals. The car will have a driving range of 665 km with a top speed of 180 kmph. The I.D. Vizzion also features a virtual assistant which allows riders to control the car via voice and gestures.,"वोक्सवैगन स्टीयरिंग व्हील, पैडल के बिना अवधारणा कार दिखाता है "
"Samsung has been granted a patent for a drone-like device with a screen controlled by users' eyes in real time. The device's flight speed and direction can also be controlled by the movement of  head, hands, or fingers. The patent describes the device having four propellers and features voice recognition system, a vibration system, and an obstacle detection unit. ",सैमसंग स्क्रीन को उड़ाने वाली पेटेंट करता है जिसे आंखों द्वारा नियंत्रित किया जा सकता है 
"A Chrome extension called 'View Image' has been found displaying the View Image button, exactly where it was before Google removed it from image search results. The extension, which already has more than 8,000 downloads, also displays 'Search by Image' button. Earlier, Google removed the button to show copyright information and improve attribution of Getty Images.",Google द्वारा ड्रॉप करने के बाद क्रोम एक्सटेंशन व्यू इमेज टैब दिखाता है 
"Researchers at Google have discovered a method to predict risks of heart diseases through eye scans using artificial intelligence. By analysing retina scans, the software is able to deduce data such as age, blood pressure, and whether a user smokes. The data can then be used to predict any heart disease risk with roughly the same accuracy as current methods.",Google का AI आई स्कैन के माध्यम से हृदय रोग के जोखिम की भविष्यवाणी करता है 
"Delhi Chief Secretary Anshu Prakash has alleged that he was manhandled by AAP MLAs in the presence of Chief Minister Arvind Kejriwal on Monday evening. Reportedly, a heated argument between the Chief Secretary and the MLAs led to the incident. The CM office has denied the charges and claimed that the Chief Secretary had misbehaved with the MLAs.",AAP विधायकों ने सीएम की मौजूदगी में मेरे साथ मारपीट की: दिल्ली चीफ सेकी 
"Gurugram-based hotel aggregator Oyo has filed a criminal complaint against hotel chain Zostel's founders, alleging breach of trust, cheating, and blackmail for getting into a deal. An Oyo spokesperson said the founders continuously harassed the company, ""intimidating and pressurising"" to submit ""to their unreasonable demands"". This comes after Oyo called off talks to acquire Zostel-owned Zo Rooms.","ओयो ने जोस्टेल संस्थापकों पर ब्लैकमेल, विश्वास भंग करने का आरोप लगाया "
"India on Tuesday successfully test-fired the medium-range nuclear-capable Agni II missile from APJ Abdul Kalam island off the Odisha coast. The missile has a strike range of more than 2,000 km, can carry a payload of 1,000 kg, and is equipped with an advanced high accuracy navigation system. It has already been inducted into the armed forces. ",परमाणु-सक्षम अग्नि II मिसाइल का सफलतापूर्वक परीक्षण किया गया 
"MysuruÃ¢ÂÂs Lalitha Mahal Palace Hotel was unable to provide rooms for Prime Minister Narendra Modi's contingent, as it was fully booked for a marriage function. Government officials faced the same problem at Radisson Blu, but hotel authorities requested the family to reschedule their wedding reception. PM Modi was on a two-day visit to the city.",मैसूर के होटल ने पीएम मोदी को पूरी तरह से बुक कर दिया 
"The Chilkur Balaji Temple in Hyderabad performed a special puja to 'save money facing threat from political and governmental interference in banking system'. The head priests suggested that the prayers would help with recovery of money from defaulters, however big they are. The hard-earned money of Indians is being looted by many corporate houses, temple priests said. ",हैदराबाद मंदिर बैंकिंग संकट को हल करने के लिए विशेष पूजा करता है 
"The Maharashtra government on Monday signed a Memorandum of Understanding (MoU) of Ã¢ÂÂ¹35,000 crore with Amol Yadav, the man who built an aircraft on his rooftop. According to the MoU, the state government has promised to give infrastructural and financial support to Yadav. ""My first aircraft will be ready in next 4 to 5 months,"" Yadav said.",महा ने उस व्यक्ति के साथ Ã k man35k करोड़ एमओयू पर हस्ताक्षर किया जिसने छत पर विमान का निर्माण किया था 
"Canadian authorities have invited a transgender student, Dhananjay Chauhan, from Panjab University to a dinner celebrating Canada-India ties with Canadian Prime Minister Justin Trudeau in New Delhi. Chauhan is the university's first transgender student. Previously, Chauhan was invited to an international meet on rights of transgender people in the Netherlands in 2016. ",ट्रांसजेंडर छात्र ने कनाडाई पीएम के साथ डिनर करने का निमंत्रण दिया 
"High school students on Monday held a 'lie-in' protest outside the White House, demanding lawmakers to pass tougher gun control measures after 17 people were killed in a school shooting in Florida. ""Every day when I say 'bye' to my parents, I do acknowledge the fact that I could never see my parents again,"" a teenager said advocating gun control.",बंदूक की हिंसा के खिलाफ व्हाइट हाउस के बाहर किशोर 'झूठ' बोलते हैं 
"Pakistan is the riskiest country to be born in as it accounted for the world's highest newborn mortality rate in 2016, UNICEF has said in its latest report. One in 22 babies born in Pakistan die before they turn one month old, the report added. India has been ranked 12th among 52 lower-middle-income countries, with a 25.4 neonatal mortality rate.",पाकिस्तान में जन्म लेने वाला सबसे जोखिम वाला देश: यूनिसेफ 
"US and Thai marines on Monday drank cobra blood and ate scorpions in a jungle survival programme, which is a part of the two nations' annual military exercise 'Cobra Gold'. The soldiers also learnt to find water in vines and identify edible plants. Cobra Gold is one of Asia's largest military exercises which happens for 10 days on Thai shores.nn","अमेरिकी सेना कोबरा का खून पीती है, बचने की कवायद में बिच्छू खाते हैं "
"The American co-author of several 'Chicken Soup for the Soul' books, Marci Shimoff renewed her wedding vows with her husband at a small temple near Madurai, Tamil Nadu. Marci, who said she loves India and feels at home here, got married to her husband in Madurai twelve years ago. She said, ""We even have Hindu names - Meenakshi and Shiva.""",चिकन सूप पुस्तकों के अमेरिकी लेखक ने भारत में शादी की प्रतिज्ञा को नवीनीकृत किया 
"A 103-year-old World War II veteran works as a driver in Karnataka. Although Michael D'Souza has been driving for the last 85 years, he got his first licence in 1959 and has renewed it constantly since then. Michael, who said he has been fined only once for not wearing a seatbelt, has driven cars including Fiat, Austin and Mercedes-Benz. n",103 साल के WWII के दिग्गज कर्नाटक में ड्राइवर के रूप में काम करते हैं 
"A woman in Egypt has filed for divorce after her husband refused to buy her a shawarma. ""I only knew him for two months before the wedding and never noticed how stingy he was,"" the woman said. The couple had an arranged marriage and had been married for 40 days. The man has reportedly accused her of exploiting his wealth.",शौहर को खरीदने से मना करने पर महिला ने पति को तलाक दे दिया 
Zimbabwe Cricket Union has approached the International Cricket Council for a loan to bail the board out of a financial crisis. The crisis has led to speculation over the feasibility of Zimbabwe's series against Pakistan. Last year Zimbabwean players and office workers rebelled over non-payment of salaries and other allowances.,ज़िम्बाब्वे क्रिकेट बोर्ड ऋण के लिए आईसीसी से संपर्क करता है 
"England's third tier football club Wigan Athletic knocked out current Premier League table-toppers Manchester City out of the FA Cup in the fifth round on Monday. Manchester City, who lost the match 0-1, had a defender sent off in the 45th minute. Following the loss, City forward Sergio AgÃÂ¼ero got involved in a scuffle with a home fan.",तीसरी श्रेणी की टीम ने शीर्ष स्तरीय लीग लीडर मैन सिटी को हराया 
"Former English football coach Barry Bennell has been jailed for 31 years for sexually assaulting 12 boys aged 8-15 while working at clubs including Manchester City between 1979 and 1991. ""To those boys you appeared as a god...in reality you were the devil incarnate,"" the judge said while sentencing. The 64-year-old had been previously convicted three times of child abuse.",64 वर्षीय कोच को बाल यौन शोषण के आरोप में 31 साल की जेल हुई 
"Andhra Pradesh Chief Minister N Chandrababu Naidu has said that he is ready for a no-confidence motion against the NDA government to get ""justice"" for the state, but only as a last resort. This comes after the YSR Congress chief YS Jagan Mohan Reddy on Sunday said that the party is ready to move a no-confidence motion in the Parliament.  ",अंतिम उपाय के रूप में केंद्र के खिलाफ अविश्वास प्रस्ताव: आंध्र सीएम 
"The Human Resource Development Ministry has asked schools to submit photo or video evidence that students heard Prime Minister Narendra Modi's 'Pariksha Pe Charcha', reports said. However, HRD officials denied the reports, claiming, ""It was a routine feedback where no mandatory clause was given"". PM Modi had discussed exam-related issues via video conference during the talk. ",स्कूलों ने बताया पीएम की बात देख बच्चों के पिक्स दिए: रिपोर्ट 
"The Delhi High Court has directed the Delhi Transport Corporation (DTC) to lay down norms for regular medical examination of drivers as passenger safety depended on their fitness. The court noted that currently, a medical examination of drivers is undertaken only when they attain the age of 55 years and their services are extended if they clear it.",ड्राइवरों की नियमित जांच के लिए मानक निर्धारित करें: HC से DTC 
"The CBI has refused to disclose the details of expenses incurred for bringing back businessmen Vijay Mallya and Lalit Modi to India. The agency said it is exempt from making any disclosures under the RTI Act through a 2011 government notification. Mallya is wanted in India on charges of Ã¢ÂÂ¹9,000-crore fraud and Lalit Modi is facing a money laundering probe. ","CBI ने माल्या, ललित मोदी के प्रत्यर्पण की लागत का खुलासा करने से किया इनकार "
"The father of a bride in Uttar Pradesh allegedly tried to commit suicide by hanging himself after the groom cancelled the marriage a day before the wedding ceremony over dowry. Reportedly, the groom's family demanded additional dowry of Ã¢ÂÂ¹5 lakh from the bride's father, who had already given Ã¢ÂÂ¹1 lakh and other belongings earlier.",दूल्हे के पिता ने शादी के बाद दूल्हे की आत्महत्या का प्रयास किया 
"In a letter that jeweller Nirav Modi wrote to Punjab National Bank, he alleged that they closed all options of recovery by going public and destroyed his brand. Dismissing claims of Ã¢ÂÂ¹11,000 crore in unpaid dues, Modi said what his company owed the bank was below Ã¢ÂÂ¹5,000 crore. Earlier, the Enforcement Directorate seized jewellery, gold and diamonds worth Ã¢ÂÂ¹5,100 crore.",PNB ने सार्वजनिक होने से वसूली के सभी विकल्प बंद कर दिए: नीरव मोदी 
"Uber Eats driver Robert Bivines shot a customer multiple times during a food delivery in the US over the weekend and turned himself in on Monday, authorities said. According to reports, Bivines exchanged words with and then shot the 30-year-old customer, Ryan Thornton. Bivines had been a driver for the food delivery service for about a week, according to Uber.","उबेर ईएटीएस चालक ने अमेरिकी ग्राहक को मार डाला, आत्मसमर्पण कर दिया "
"In a first, Stanford University scientists have successfully grown sheep embryos containing human cells, paving the way for organs to be grown in animals which can be transplanted into humans. Met with protests by animal rights activists and bioethicists, the experiment was terminated before 28 days as the US law prohibits developing cross-species embryos, called chimera, for longer durations.","वैज्ञानिक 1 मानव-भेड़ संकर, चिंगारी नैतिकता की बहस को आगे बढ़ाते हैं "
"The Rajasthan government has announced the withdrawal of a bill seeking to bar courts from taking up complaints against public servants without government sanction. The bill had also proposed barring the media from reporting on accusations until sanction to proceed with the probe was obtained. It had triggered widespread protests, with journalists claiming it was aimed at gagging the media. ",राजस्थान सरकार ने लोक सेवकों पर बिल को सीमित करने वाली जांच को छोड़ दिया 
"An all-woman crew on Monday started operating the Gandhinagar Railway Station in Jaipur, in a first for Rajasthan. Eleven female RPF employees are responsible for security while other women have been appointed to posts including station manager and ticket checker. This is India's second railway station with an all-woman crew, with the first being Matunga Railway Station in Mumbai.",राजस्थान के लिए 1-स्टेशन पर ऑल-वुमन क्रू जयपुर स्टेशन का संचालन करती है 
"An American woman won $200 in the Lucky for Life lottery and the $200,000 jackpot in the Show Me Cash lottery on the same day. She said she will use the money to pay her bills, adding, ""I always told myself that if I ever won the lottery, I'm getting a new riding lawn mower because mine keeps breaking down.""","महिला एक ही दिन में $ 200 और $ 200,000 की दो लॉटरी जीतती है "
"Two men who were accused of rape and murder of a five-year-old girl were dragged out of police lock-up and beaten to death by a mob of 1,000 people in Arunachal Pradesh. The mob had overpowered the police personnel and taken the accused to a market place to beat them. The police has registered a case against unknown persons. ","मोब ने बलात्कार के आरोपियों को जेल से मुक्त कराया, उनकी पिटाई की "
"The Rajasthan man accused of murdering a labourer in the name of 'love jihad' on camera, has released a video he made from inside a high-security prison. Adding that he did not regret the crime, he alleged in the video that a prisoner was recently transferred to the high-security cells and claimed that he may try to kill him.",राज 'लव जिहाद' हत्या के आरोपी ने जेल से वीडियो जारी किया 
"Donald Trump has been ranked as the worst US President ever in the 2018 Presidents & Executive Politics Presidential Greatness Survey released on Monday. Trump's predecessor Barack Obama has been ranked 8th, ten places up since the last survey in 2014. The survey considered the leaders' overall presidency, legislative accomplishments, foreign policy leadership, and communication with the public.",ट्रम्प महानता सर्वेक्षण में सबसे खराब अमेरिकी राष्ट्रपति के रूप में रैंक करते हैं 
"Maldives President Abdulla Yameen Abdul Gayoom asked the Parliament on Monday to extend the state of emergency by 30 days amid the political unrest in the country, officials said. Gayoom had declared a 15-day state of emergency on February 5 under which the security forces were given sweeping powers to arrest and detain suspects.",मालदीव प्रीज़ आपातकाल की स्थिति का विस्तार करने के लिए अनुमोदन चाहता है 
"US Secretary of State Rex Tillerson has said that the country prefers ""big sticks and not carrots"" to persuade North Korea into discussions on denuclearisation. Adding that ""pressure campaign is having its bite on North Korea"", Tillerson said the world wants the rogue regime to change. Earlier, North Korea accused the US of pushing the whole world towards nuclear war.",उत्तर कोरिया के साथ काम करते समय 'बड़ी लाठी' को प्राथमिकता दें: यू.एस. 
"Filmmaker Ram Gopal Varma has called reports of him denying being part of the film 'God, Sex, and Truth' false. ""For all those false news circulating that I have denied making #GodSexTruth, it's only a production and technical process that I was detailing,"" tweeted RGV. He added, ""How can I deny (it) when I am credited in the film?""","RGV कहते हैं, मैंने भगवान, सेक्स और सत्य का हिस्सा होने से इनकार नहीं किया "
"Talking about the domestic box office success of 'Padmaavat' which has earned Ã¢ÂÂ¹276.50 crore, actor Ranveer Singh has said that it is not new for his rumoured girlfriend Deepika Padukone to see her films notch such numbers. He added, ""However, I'm very happy that Sanjay (Leela Bhansali) Sir and I are able to notch our first Ã¢ÂÂ¹200-crore film together.""",दीपिका की फिल्मों के लिए इस तरह की संख्या को कम करना नया नहीं: रणवीर 
"Film producer Sajid Nadiadwala will reportedly be launching actress Kriti Sanon's sister Nupur Sanon in Bollywood. Kriti also made her Bollywood debut with Sajid's 2014 film 'Heropanti'. Earlier, Kriti mentioned that Nupur was keen on joining Bollywood, while adding, ""When I look back, I am proud of my journey, and I'm glad that she wants to do it her way.""",बीडीवुड में कृति सनोन की बहन को लॉन्च करने के लिए नाडियाडवाला: रिपोर्ट 
"Reacting to a pirated version of 'Aiyaary' being played in a Maharashtra state bus on the Mumbai to Pune route, the film's co-producer Jayantilal Gada said that the makers were planning to take legal action. He added, ""How can a government-run division make such a mistake? If the government will give way to piracy, then who will stop it?""",कानूनी कार्रवाई की योजना बनाना: सरकार के बस में खेलने वाले अय्यारी पर निर्माता 
"On being asked what actress Kareena Kapoor Khan should stop doing, Malaika Arora Khan jokingly said that she should stop gossiping. She said this during her appearance with her sister Amrita Arora on the talk show 'BFFs with Vogue', which is hosted by Neha Dhupia. Notably, Amrita and Kareena are best friends. ","करीना को गॉसिप करना बंद करना चाहिए, मलाइका अरोड़ा खान का मजाक उड़ाना चाहिए "
"Former New Zealand captain Brendon McCullum scored Test cricket history's fastest-ever century off 54 balls in his career's last match before retirement, against Australia on February 20, 2016. McCullum broke Viv Richards and Misbah-ul-Haq's joint record, who scored a century each off 56 balls. Further, McCullum is the only player to make 101 consecutive Test appearances from his debut.",मैकुलम ने अपने आखिरी मैच में टेस्ट क्रिकेट का सबसे तेज टन हिट किया 
"Predicting Test cricket's future, former England captain Kevin Pietersen tweeted that in the next 10 years only England, South Africa, India, Pakistan and Australia will continue playing Test cricket. ""The rest will all be white ball cricketers! Just remember this tweet!"" Pietersen further wrote. Recently, England cricket team coach Trevor Bayliss said T20Is should be abolished.","10 वर्षों में, केवल 5 राष्ट्र टेस्ट खेलेंगे: केविन पीटरसन "
"After winning the gold medal in alpine skiing at the Winter Olympics, Czech snowboarder and skier Ester Ledecka asked a cameraman how it happened. ""This must be some mistake, that they're going to switch the time for some others,"" she added. The 22-year-old beat Austria's Anna Veith by 0.01 seconds to win the super-G event of alpine skiing.",गलती होनी चाहिए: स्कीइंग में स्नोबोर्ड जीतने के बाद 
"BJP MP Brij Bhushan Sharan Singh has compared Congress President Rahul Gandhi with a 'barking dog' after Rahul Gandhi slammed PM Narendra Modi over the Ã¢ÂÂ¹11,000-crore PNB scam. ""As there is a saying that dogs bark but elephant keeps on walking. Prime Minister Modi is serving the country, so whoever wants to bark should bark,"" he said.",बीजेपी सांसद ने राहुल गांधी की तुलना 'भौंकने वाले कुत्ते' से की 
"India will host the World Environment Day 2018 on June 5, Environment Minister Harsh Vardhan and United Nations Environment Programme Executive Director Erik Solheim have announced. The theme for 2018 is 'Beat Plastic Pollution', which urges governments and communities to explore sustainable alternatives and reduce production and excessive use of single-use plastic, a statement read.",भारत 5 जून को विश्व पर्यावरण दिवस 2018 की मेजबानी करेगा 
"Talking in an interview about his vision for Uttar Pradesh, Chief Minister Yogi Adityanath has said that his government wants to make UP the most developed state in India. ""We want to generate employment to channelise youngsters who migrate to different states,"" he added. He further said in 10 months, his government has made ""14-15 policies for different sectors"".",भारत में यूपी को सबसे विकसित राज्य बनाना चाहते हैं: सीएम योगी 
"Doctors in Patna recently removed around 80 kg polythene waste from the stomach of a cow in an operation that took over three hours. Adding that the animal has been discharged, Dr GD Singh, who led the team performing the surgery, said this is the first such case in his 13 years of practice.",डॉक्टर गाय के पेट से 80 किलो प्लास्टिक निकालते हैं 
"The BJP on Monday suspended party leader Rajendra Namdeo after he was detained for allegedly molesting and attempting to rape an acid attack victim in Madhya Pradesh. He had called the victim to Bhopal on the pretext of providing financial aid, and then tried to rape her at a hotel, police said. The woman had managed to foil the attempt. ",एसिड अटैक पीड़िता से बलात्कार की कोशिश के आरोप में भाजपा नेता निलंबित 
