headlines,text
Man flies drone into KFC to pick up fried chicken,"A man from New Zealand flew his drone into a KFC drive-thru to pick up fried chicken. Ollie Mason-Clarke flew the drone through the drive-thru window with a note before flying it back to the park for a ""romantic surprise"" for his girlfriend. Complying with New Zealand Civil Aviation Authority regulations, he had sought permission from KFC staff."
Raymond stock dips 10% on offering JK House at 90% discount,"Raymond shares plunged nearly 10% after advisory firm IiAS warned that a proposed property deal will cause a â¹650 crore loss to the firm. Under the deal, Raymond-owned JK House is being offered at 90% discount to Chairman Gautam Singhania. The property is reportedly the second-tallest private residence after Mukesh Ambani's Antilia. However, IiAS slammed the move as a ""rip-off""."
Pic shows Aishwarya with daughter at her mother's birthday,A picture shows actress Aishwarya Rai Bachchan along with her daughter Aaradhya at the birthday celebration of her mother Vrinda Rai. Only close family members were present as it was an intimate affair following the passing away of Aishwarya's father Krishnaraj Rai in March this year. Aishwarya's brother Aditya and his son Vihaan were also present.
I like things in 60 so 69: Sushant on favourite sex position,"Sushant Singh Rajput, during a Facebook live session, jokingly said, ""I like things in 60 so it has to be 69,"" when asked about his favourite sex position. Sushant was asked the question during a game called Fishing the Answers. The actor along with his co-star Kriti Sanon were part of the live session to promote their upcoming film Raabta."
Video shows Salman being playfully slapped by nephew Ahil ,"Salman Khan has shared a video where his nephew Ahil, son of his sister Arpita Khan Sharma, is seen playfully slapping him. Sohail Khan is seen holding the child as Salman sings a song from his film Sultan and indulges in a mock fight. For Ahil's first birthday, the entire Khan family had travelled to Maldives for a grand celebration. "
Kundrra slams trolls for slut-shaming girlfriend Anusha,"Television actor Karan Kundrra has slammed trolls who were slut-shaming his girlfriend Anusha Dandekar over a picture she shared from a photoshoot. Responding to a female user's derogatory comment on the picture, Kundrra wrote, ""Don't come and tell my girlfriend what she should do... go teach your father, your brothers and your friends how to respect a woman."""
"Bahurani aur hamari Rani: Big B on Aishwarya, Aaradhya's pic","Actor Amitabh Bachchan has shared a picture of his daughter-in-law Aishwarya Rai and granddaughter Aaradhya while captioning it, ""Bahurani aur hamari Rani."" The picture is from Aishwarya's appearance at Cannes 2017, where she was seen wearing a powder blue ballroom gown by Dubai-based Filipino fashion designer Michael Cinco. Meanwhile, Aaradhya is seen wearing a pink dress."
Quit my 20-year-old smoking habit for daughter Medina: Adnan,"Singer Adnan Sami has revealed that he quit his 'filthy' smoking habit of twenty years ahead of the birth of his daughter Medina in January this year. ""My love for my daughter Medina is so tremendous... I used to smoke up to 40 cigarettes a day. But one fine day in January, I kicked the habit... for her,"" said Adnan. "
Man who shaved Sonu Nigam's head gives Kohli haircut,"Sharing  a picture of himself with hairstylist Aalim Hakim, Indian cricket team captain Virat Kohli posted, ""Thank you @aalimhakim for keeping my hair game strong!"" Hakim had earlier shaved Sonu Nigam's head after a fatwa was issued against the singer by a Muslim cleric. Kohli-led Indian team has reached England to play in the ICC Champions Trophy 2017."
Writing off Kohli will mean eating humble pie: Mike Hussey,"Former cricketer Michael Hussey on Thursday said the opposition teams can take Virat Kohli lightly during the Champions Trophy at their own peril. ""[A]nyone who wants to write him off in this tournament will probably have to eat humble pie!"" said Hussey. ""You can't keep a gun player down for long...he will be determined to show...his class again,"" added Hussey."
Video shows Rishabh Pant driving at over 120 kmph in new car,"A video posted on social media recently showed Delhi Daredevils batsman Rishabh Pant driving at 126 kmph along a highway. Earlier this week, pictures had surfaced online which showed the cricketer standing with his new car. The 19-year-old had scored 366 runs in 14 matches for Delhi in this year's Indian Premier League."
Man attacks mother to sacrifice her before Hindu Goddess,"A 26-year-old man from Ranchi has been charged of trying to sacrifice his mother allegedly under the influence of drugs to appease a Hindu Goddess. The accused, Umesh Singh, attacked his 60-year-old mother, in her sleep with a dagger on Wednesday. Reports said the elderly lady was recovering from her wounds while her son was absconding."
Filled with emotion after watching Sachin's biopic: Amitabh,"Bollywood actor Amitabh Bachchan has shared pictures from the special screening of cricket legend Sachin Tendulkar's biopic. ""SACHIN a Billion dreams' movie last night ..filled with pride and emotion,"" tweeted the 74-year old actor. Responding to Bachchan's tweet, the former cricketer posted, ""Speechless and deeply honoured with your presence for the premiere of my movie."""
Freezing waters a barrier to oil spill recovery: Study,A UK-based study has revealed freezing temperatures in deep waters could hamper oil-degrading bacteria's ability to help oceans recover from spills. Researchers found hydrocarbons degraded 65-89% of spills at 5âÂ°C compared to 0-47% at 0âÂ°C. Oceanic bacteria are believed to have played an important role in oil degradation in the 2010 Deepwater Horizon disaster due to favourable temperatures.
French Prez Macron wins latest handshake battle with Trump,"US President Donald Trump's first meeting with French President, Emmanuel Macron, led to an awkward handshake that lasted a little too long. The two leaders, who met in Brussels before the NATO summit, were seen gripping each other's hands while grimacing slightly. Neither of the two wanted to give up, but Trump relented and loosened his fingers in the end."
Hamas kills 3 men in execution partially streamed on FB,"Palestinian Sunni-Islamic fundamentalist organisation Hamas on Thursday killed three men accused of assassinating one of its senior members, in executions that appear to have been partially streamed live on Facebook. Notably, Hamas has executed 28 people who were sentenced to death by its courts, since taking over the Gaza Strip in an armed coup in 2007."
CBSE to announce class 12 board exam results on May 28,"The Central Board of Secondary Education on Friday announced that the results of Class 12 board exams 2017 will be declared on May 28, however, it did not reveal the date for Class 10 exam results. Further, the CBSE has decided not to challenge the Delhi High Court's order directing it to reverse its decision to scrap marks moderation policy."
Government bans sale of cows for slaughter at animal markets,"The government has banned the sale of cattle, including cows, for the purpose of slaughter at animal markets across India. It also ordered that buyers will now have to give an undertaking that the animals are being bought only for agricultural purposes. Further, special approval of a state government nominee will be required for taking a cattle outside the state."
Scam-accused Yeddyurappa chosen BJP's CM face for Karnataka,"BJP President Amit Shah on Friday announced that BS Yeddyurappa will be the party's Chief Ministerial candidate for the Karnataka state assembly polls which are due to be held in 2018. Yeddyurappa had earlier served as the Chief Minister of the state. Notably, a Lokayukta report in 2011 had indicted Yeddyurappa in an illegal mining scam. "
T-Series denies stealing song Main Tera Boyfriend for Raabta,"Music label T-Series has denied singer J Star's allegations of stealing the song 'Main Tera Boyfriend' for the upcoming film 'Raabta'. T-Series claims 'Main Tera Boyfriend' is an adaptation of their 2007 song 'Girl Friend Boy Friend'. ""J Star infringed our song released... and he should be thankful we didn't take legal action against him,"" said T-Series in a statement."
Proud Mr. India fondly remembered even after 30 years: Boney,"Boney Kapoor, the producer of the 1987 film Mr. India, which completed 30 years of its release on Thursday, said, ""I'm so... proud that people remember Mr. India fondly even today."" Boney added, ""With Mr. India we were never dependent on the stardom of the actors, just on the magic of the film."" The film starred Anil Kapoor and Sridevi. "
Singer accuses T-series of stealing his song in Raabta ,"Punjabi singer J Star has accused music label T-Series of stealing his song 'Na Na Na Na' for the upcoming film 'Raabta' without his consent. The recreated version is titled 'Main Tera Boyfriend' and has been sung by Arijit Singh, Neha Kakkar and Meet Bros with lyrics by Kumaar. The 26-year-old singer is contemplating taking legal action against T-Series."
"Aamir, SRK, Aish, Deepika, Katrina attend Johar's birthday","Bollywood celebrities including Aamir Khan, Shah Rukh Khan, Aishwarya Rai, Deepika Padukone, Katrina Kaif and Ranbir Kapoor attended Karan Johar's 45th birthday celebrations on Thursday. Alia Bhatt and Sidharth Malhotra, who're rumoured to be dating, also attended the party. Shah Rukh Khan's son Aryan, Saif Ali Khan's daughter Sara Ali Khan and Sridevi's daughter Jhanvi Kapoor were also spotted."
"No more hookahs in smoking zones of restaurants, govt orders","The Centre has amended rules linked to smoking in public to disallow hookahs in the smoking zones of hotels, restaurants, and airports. This is aimed at fixing a loophole in the rules that stated ""only smoking and no other services shall be allowed"" in smoking areas. The amended rule now states that ""no service shall be allowed"" in smoking zones."
Man's â¹1.6 cr Ferrari crushed as cops thought it was stolen,"Millionaire Zahid Khan's Ferrari worth Â£200,000 (â¹1.65 crore), which was parked on the pavement outside a court, was confiscated and destroyed by police. ""The police told me they didn't believe that the car was mine and that I had to prove ownership,"" he said. Earlier, Khan was exposed as a rogue landlord after forcing tenants out of his luxury home."
91 inmates escape Brazil prison via underground tunnel ,"Around 91 inmates managed to escape from a jail in Brazil's Rio Grande do Norte by digging a tunnel underneath the compound's outer wall. As a diversion for their escape, the inmates staged a fight inside the prison to distract the guards. Authorities managed to recapture nine fugitives following one of the largest prison breaks in Brazil's history."
US-led coalition air strikes in Syria kill over 100,"US-led coalition air strikes have killed more than 100 people, including children and family members of Islamic State fighters in the Syrian jihadists-held town of al-Mayadin, according to reports. The strike comes after the United Nations urged all countries bombing the Islamic State in Syria to distinguish between civilian and military targets."
Taliban attack on Afghan army base kills 15 soldiers,"At least 15 Afghan soldiers were reportedly killed and five others were injured in an attack by the Taliban on an army base in Kandahar province on Thursday. The attack came just three days after 10 Afghan soldiers were killed when Taliban militants stormed another base in the same area. Notably, the Taliban launched its annual ""spring offensive"" last month."
We can't hide behind a wall: Obama taunts Trump,"Former US President Barack Obama, in an apparent message to his successor Donald Trump, said on Thursday that prosperous nations could not ""hide behind a wall"" to shield themselves from the turmoil afflicting other countries. Obama, who was making his first speech in Europe since leaving the White House, also warned against taking peace for granted."
Raymond-owned JK House up for sale at an over 90% discount,"JK House in South Mumbai, owned by textile major Raymond, is being offered at a 90% discount to Chairman Gautam Hari Singhania and his close relatives. The property is touted as the second-tallest private residence after Mukesh Ambani's Antilia. However, proxy advisory firm IiAS has slammed the move as a ârip-offâ, saying it will cost â¹650 crore in opportunity lost."
"Parcel service fined â¹1,600 crore for smuggling cigarettes","The world's largest package delivery company United Parcel Service has been ordered to pay $247 million (â¹1,600 crore) in penalties over illegal shipping of large amounts of untaxed cigarettes in New York. Since 2010, the company has been accused of shipping over 6,83,000 cartons of cigarettes to unlicensed wholesalers, retailers, and residences. UPS is going to appeal the decision."
Tonic water firm Founder earns â¹602 crore on selling shares,"Charles Rolls, the Co-founder of upmarket tonic water maker Fever-Tree, sold a stake of around 4% in the company for Â£73 million (around â¹602 crore). Rolls cashed in the shares that have risen over 50% this year alone and are currently up 924% since its IPO in late 2014. After the sale, Rolls still owns around 11.2% of the company."
Ranveer shoots despite injury on Padmavati sets: Report,"As per reports, Ranveer Singh hurt himself on the head while filming the climax of Padmavati but he continued to shoot. The actor is said to have bled profusely but opted only for a basic treatment at a hospital and returned to complete the day's shoot. He reportedly went to get stitches on his head later in the evening."
" Stop threatening, why don't you expel me: BJP MP Shatrughan","Slamming BJP leader Sushil Modi, party parliamentarian Shatrughan Sinha said, ""I've been hearing this threat of being expelled from the party for many years. Please stop threatening. Why don't you just expel me?"" This comes after Modi said that Sinha is ""enemy of party that must be removed soon"" over his tweets in favour of Lalu Prasad and Arvind Kejriwal."
Cannot give jobs to all in a country with 125cr people: Shah,"BJP National President Amit Shah on Friday said, ""It is impossible to provide employment through jobs in a country with 125 crore people."" However, debunking reports about increasing unemployment, Shah claimed that the NDA government tried to give a new outlook to employment. ""We have tried to create self- employment opportunities for about 8 crore people,"" he added."
Kvitova confirms French Open comeback after being stabbed,"Two-time Wimbledon champion Petra Kvitova is set to make her return to tennis at the French Open, five months after she was stabbed by an intruder at her home. The 27-year-old Czech will face Julia Boserup of the United States in the first-round of the tournament. Kvitova required four hours of hand surgery in December following the knife attack."
J&Kâs first professional football academy launched,"In a bid to boost sports in the state, Jammu and Kashmir's first professional football academy was launched in Srinagar on Thursday. Initially, the academy will train footballers in the age groups of 13, 15 and 18, and three professional coaches will be employed for the purpose. India footballer Mehrajuddin Wadoo would be the head of the academy."
I owe my success to Rahul Dravid: Hardik Pandya,"Indian all-rounder Hardik Pandya has credited his success to former captain Rahul Dravid. Pandya said that Dravid's immense trust in his talents during his stint with India A team worked wonders for him. ""[Dravid] used to tell me, 'Hardik you are the one guy who has the talent to represent India, so you need to...take charge of situations,'"" Pandya added."
"Dhawan, Kohli dance to Punjabi song in team bus","Indian opener Shikhar Dhawan on Thursday shared a video of himself and captain Virat Kohli dancing to a Punjabi song in the team bus while on their way to training ahead of the Champions Trophy. Dhawan captioned the video, ""Thats how we pump before d practise session, on our way to ground. @virat.kohli @rashwin99."""
CL final to be played under closed roof for first time,"The UEFA Champions League final between Real Madrid and Juventus will be played under a closed roof for the first time in the competition's history, for safety reasons at the Principality Stadium in Cardiff. The decision comes after the UK raised its terrorism threat level in the wake of Monday's suicide bomb attack in Manchester, which killed 22 people."
Woman claims iPhone saved her life in UK terror attack,A British woman has claimed that her iPhone saved her life at the Manchester suicide bombing attack this week. Lisa Bridgett said the explosion sent a steel nut towards her head which struck her phone while she was talking on it. Bridgett's husband shared images of the broken iPhone on Facebook.
Bug resembling 20-year-old flaw lets sites crash Windows PCs,"Researchers have discovered a bug that lets malicious websites slow down and crash Windows 7, Windows 8, and Windows Vista PCs. The bug, which is similar to a flaw in Windows 95 and Windows 98, locks down the system when a user tries to load a website's image file which has ""$MFT"" in the directory path."
RAF writes 'Love from Manchester' on missile for ISIS target,"The Royal Air Force crew scrawled a message that read 'Love from Manchester' on a missile on its way to blast Islamic State targets in Syria. The message was intended to honour the 22 people killed by suicide bomber Salman Abedi at Manchester Arena on Monday. Interestingly, the tradition of writing messages on bombs dates back to World War II."
NCP only party willing to take part in EVM hackathon: EC,"The Election Commission has said that Sharad Pawar-led Nationalist Congress Party (NCP) is the only party willing to participate in the poll panel's challenge to hack Electronic Voting Machines (EVMs). Further, the EC said the AAP had not expressed their interest in participating in the hackathon despite the party having recently demonstrated the tampering of EVMs in the Delhi Assembly."
Watch how Yuvraj Thakur outruns expectations,"TV Actor Yuvraj Thakur, best known for portraying Arjun on âHumse Hai Liifeâ, never wanted to be stuck in a 9-5 job. His love for camera led him to pursue acting as a career. He loves losing himself to the emotion heâs portraying, and he feels the same joy when heâs out running the streets of Mumbai at midnight."
'Pirates of the Caribbean: Salazar's Revenge' hits theatres,"'Pirates of the Caribbean: Salazar's Revenge' which released on Friday, ""has the makings of an epic adventure"", wrote Times of India. Hindustan Times said, ""After a rocky few years, there's finally a Pirates...film as enjoyable as the first"". ""It's a visual spectacle...However, less of Jack Sparrow makes it drab"", wrote Koimoi. It was rated 3.5/5 (TOI), 3/5 (HT), 2/5 (Koimoi). "
Hacking threats about Disney's film a hoax: CEO Bob Iger,"Disney CEO Bob Iger has said that threats from hackers to leak an upcoming Disney film online was a hoax. It was speculated that the film was the fifth instalment of Pirates of the Caribbean franchise. ""To our knowledge, we were not hacked,"" said Iger, while adding that they took the threat seriously as cyber security is a front-burner issue."
"Who was KPS Gill, the Punjab 'supercop' who died on Friday?","Kanwar Pal Singh Gill, who was often referred as the 'supercop', served as the Punjab's top cop twice and is credited to have brought the Khalistani militancy in Punjab under control in the late 1980s and mid-1990s. He received Padma Shri in 1989 for his work. Gill was an author, speaker, and later served as the Indian Hockey Federation's President."
Zuckerberg shares how he asked wife Priscilla for first date,"Facebook CEO Mark Zuckerberg on Thursday revealed that he met his wife Priscilla outside a washroom during Zuckerberg's farewell party at Harvard. The party was arranged by his friends who thought he'd get expelled for launching a prank website. ""I'm getting kicked out in three days, so we need to go on a date quickly,"" Zuckerberg had said to Priscilla."
"Floods, landslides kill 91 in Sri Lanka","Floods and landslides in Sri Lanka have killed at least 91 people while dozens remained missing after torrential rain, officials said on Friday. The early rainy season downpours have forced hundreds of people from their homes across the country. Around 400 military personnel have been deployed with boats and helicopters to help the police and civilian agencies."
FB streams Zuckerberg's Harvard speech with wrong captions,"Facebook CEO Mark Zuckerberg's Harvard commencement speech was streamed live on the social media platform with wrong and misspelled captions like, ""Everyone has a sense of purposos..."" The errors were initially thought to be a result of Facebook's closed-captioning system, but the company later clarified that Harvard was responsible for the captions."
I'll give 3 names & that's Kajol: Aamir on actress for Fanaa,"Filmmaker Kunal Kohli revealed that Aamir Khan said, ""I'll give you three names and that is Kajol, Kajol and Kajol,"" when asked who should star opposite him in the film Fanaa. Kunal's directorial Fanaa completed eleven years on Friday. Speaking on the occasion, he added, ""Having them (Aamir and Kajol) on board... remains my best memory of Fanaa."""
Aamir Khan becomes most followed Indian on Chinese 'twitter',"Aamir Khan has become the most followed Indian on Twitter's Chinese clone, Weibo. His account, called 'Amier Han' in Mandarin, was created last month around the release of 'Dangal' in China and has over 6.5 lakh followers. Notably, he surpassed Prime Minister Narendra Modi, who created his account in 2015 ahead of his China visit and had 1.69 lakh followers."
First 300-run partnership came after 28 years of ODI cricket,"Sourav Ganguly and Rahul Dravid shared ODI cricket's first ever 300-run partnership after notching 318 runs against Sri Lanka in the ICC World Cup on 26 May 1999, nearly 28 years after first ODI was played. Ganguly, who went on to score his career-best 183 in the match, contributed 157(146) for the second wicket partnership while Dravid scored 145(129)."
"Dalits asked to use soaps, scents before meeting Adityanath","The authorities in Uttar Pradesh's Kushinagar reportedly asked the members of a Dalit community to clean themselves with soaps, shampoos and apply scents before meeting Chief Minister Yogi Adityanath. A resident of the area also alleged that new toilets, roads were constructed and lights were installed in their slum ""within no time"" ahead of the CM's visit to the area. "
Silicon Valley technical women's group cuts ties with Uber ,"Anita Borg Institute, a Silicon Valley group that focuses on getting more women into technical roles at companies, has cut ties with Uber. The group cited continuing allegations against Uber about the ill treatment of women employees as the reason to cut ties. ""We're working hard to transform our culture to support women engineers at Uber,"" said the ride-hailing company."
Flipkart CEO Krishnamurthy takes up additional charge of HR,"Flipkart CEO Kalyan Krishnamurthy has taken additional charge of the Human Resources at the e-commerce startup amid merger talks with Snapdeal. He took over the HR function from Chief Operating Officer Nitin Seth, who remains with the company. ""We're looking to hire an HR head, who will report to Kalyan and take full-time responsibility for the function,"" said Flipkart's spokesperson."
Bi-headed flatworms created on changing its body current,"US-based researchers have shown that on changing the electrical current in flatworms after cutting it, the creature can randomly regrow a head or a tail. Researchers found about 70% of the worms regrew a second tail or head instead of the ""correct"" body part. Researchers hope to study the electrical connection of genes in mice and humans with the finding."
"Germans are very bad, will end German car sales in US: Trump","US President Donald Trump has threatened to stop German car sales in America during a meeting with European officials, a German newspaper reported. ""The Germans are bad, very bad,"" Trump reportedly said, adding, ""See the millions of cars they sell in the US, terrible. We will stop that."" Trump earlier threatened to impose a 35% import tax on German cars."
MIT team develops shape-shifting noodles,"MIT researchers have engineered ""edible origami"" noodles made of gelatin and starch that, when submerged in water, sprout into 3D structures. The two-layer gelatin film consists of two different densities. The top layer is denser, and thus absorbs more water curling over the bottom layer. ""With this tool, we want to democratise the design of noodles,"" researchers said."
"It is sad, says Infosys' Narayana Murthy about IT layoffs","Narayana Murthy, the Co-founder of IT giant Infosys, has commented on the recent reports of IT companies sacking employees as part of their cost cutting strategies, saying, ""It is sad."" Earlier, Infosys announced it could lay off some mid and senior-level employees after its bi-annual performance review. This comes amid peers, including Wipro, taking similar measures to control costs."
"BBC, WSJ speaking about Baahubali 2 a high: Rana Daggubati","Actor Rana Daggubati, while talking about the success of Baahubali 2 in USA, said, ""The high is the BBC or the Wall Street Journal speaking about us."" He further said that an Indian film being number three in terms of releases in America, shows that franchises can cut across barriers. ""We followed the old Indian way of story-telling,"" added Daggubati."
More socially responsible than Satyamev Jayate host: Kamal,"Kamal Haasan has said that he has been more socially responsible than the person who hosted television show Satyamev Jayate, while referring to actor Aamir Khan. Kamal said this when asked why he chose to host Bigg Boss' Tamil version over a show like Satyamev Jayate, which discusses social issues. Notably, Satyamev Jayate marked the television debut of Aamir Khan. "
Sehwag reveals reason for missing premiere of Sachin biopic,"Former Indian cricketer Virender Sehwag has revealed the reason for missing the premiere of  Sachin Tendulkar's biopic 'Sachin: A Billion Dreams'. Sehwag tweeted that Sachin had invited him for the premier but his wife took him away for a holiday. In the video message, Sehwag said, ""I will definitely go and watch his movie and will spend some money."""
Sunil Narine bowled T20 cricket's only maiden Super Over,"West Indies' Sunil Narine became the first and the only player to bowl a maiden Super Over in T20s, while playing in a Caribbean Premier League match in 2014. Representing Guyana Amazon Warriors, Narine defended 12 runs in the deciding over against Trinidad & Tobago Red Steel. Narine, who turned 29 on Friday, also picked a wicket in the over.  "
Uber patent uses dinosaurs to represent self-driving cars,"In a recently published patent application, taxi-hailing startup Uber has used graphics of dinosaurs to represent self-driving cars. The patent describes how users will be able to issue commands to the self-driving taxis from their smartphones. Operations that the users will be able to control include unlocking the car's doors, toggling its lights, and operating its audio system."
Cannabis extract reduces seizures in child epilepsy: Study,"Cannabis extract cannabidiol reduces the number of drug-resistant seizures affecting children with a rare type of epilepsy known as Dravet syndrome, according to a recent study. Seizure frequency in 120 patients aged 2-18 years was found to drop by 39% with three patients' seizures stopping entirely. However, 93% cases experienced side effects like vomiting, fatigue, and fever, researchers said."
Earliest possible evidence for dog breeding found in Siberia,"Scientists claim to have found the earliest evidence of dog breeding by humans on the Siberian island Zhokhov, dating 15,000 years ago. Analysis of canine bones from the fossils suggests the dogs weighing 20-25 kg were bred to pull sleds. The discovery fills in a missing puzzle piece of early human-dog relationships and their domestication, said an archaeologist."
Sensor-embedded plastic wrap may make brain surgery safer,"US-based researchers have developed an electrode grid-based plastic wrap that maps the brain during a surgery. Compared to clinical electrode grids, the device is about a thousand times thinner (six micrometres) and the grid spacing is 25 times closer, providing higher resolution recordings. The higher resolution could enable doctors to perform safer, more precise surgeries, researchers said."
'Un-Islamic' Lady Justice statue dismantled in Bangladesh,"A statue of Lady Justice has been removed from outside the Supreme Court in Bangladesh's capital, Dhaka, following months of protests by conservative religious groups who had deemed it ""un-Islamic"". The statue was taken down amid tight security in the early hours of Friday. The nearly-$22,000 statue was placed in front of the Supreme Court building in December last year."
"Sensex crosses 31,000 for the first time ever","The benchmark index BSE Sensex surpassed the 31,000 milestone for the first time ever during intra-day trade on Friday to hit a fresh all-time high. The NSE Nifty also touched a peak of 9,592.15, surpassing its previous intra-day high of 9,532.60. The surge came amid hopes of faster reforms and as companies came up with encouraging earnings results."
Censor Board asks makers of Kejriwal film to get NOC from PM,"Censor Board has asked makers of 'An Insignificant Man', a documentary on Delhi CM Arvind Kejriwal, to get no-objection certificates from PM Narendra Modi, Kejriwal and Sheila Dixit for the film's release. The NOC is required as footage of the leaders can't be featured in the film without consent. The Board also wants references to BJP and Congress muted."
Former Punjab top cop KPS Gill passes away at 82,Former Punjab Director General of Police (DGP) KPS Gill passed away on Friday at the age of 82 at a Delhi hospital after suffering a cardiac arrest. The Padma Shri awardee has been credited with ending the Khalistani insurgency in Punjab. He went on to become the President of the Indian Hockey Federation after serving twice as Punjab DGP.
Mobile recharge shop worker hits 320 in 50-over match in Pak,"Pakistan's Bilal Irshad, who works in a mobile recharge shop, smashed an unbeaten 175-ball 320 for Shaheed Alam Bux Cricket Club, becoming the first triple centurion of the Fazal Mahmood National Club Cricket Championship. The 26-year-old opener hit 42 fours and nine sixes in the innings, leading his side to a total of 556/2 in 50 overs."
Bitcoin is now worth twice as much as gold,"Digital currency Bitcoin, whose value surged this month, is now worth almost double an ounce of gold, with a single coin priced at about $2,500 (â¹1.61 lakh). In just five days, Bitcoin rose to over 40% and has gone up by 88% so far this month. Notably, Bitcoin surpassed the price of gold for the first time in March."
Someone betrayed us: Bin Laden's wife on night he was killed,"Osama Bin Laden's youngest wife Amal has claimed someone had revealed their ""safe house"" the night US Navy Seals killed Laden. Speaking for the first time about his death, she claimed he had no emergency plans apart from hidden euros and the phone numbers of deputies in Pakistan. Laden told his wives to leave, saying, ""They want me, not you."""
23 Coptic Christians killed in Egypt terror attack,"At least 23 Coptic Christians have reportedly been killed and 25 others have been injured after gunmen opened fire on a bus in Egypt. The attack happened as the victims were travelling to a monastery near the southern city of Minya, reports added. Notably, there have been a number of attacks on Coptics in recent months claimed by ISIS militants."
In pics: Prime Minister Narendra Modi's famous quotes,"A gallery shows the famous quotes of Prime Minister Narendra Modi, who took the oath three years ago, on May 26. ""I can promise you. If you work 12 hours, I will work for 13. If you work 14 hours, I will work for 15 hours. Why? Because I am not a 'pradhan mantri', but a 'pradhan sevak',"" says one."
Cows get GPS-enabled microchip ear implant for Aadhaar ID in Guj,"As the Aadhaar ID for cattle process begins in Gujarat to prevent cow slaughter, a team of technicians in the state has started implanting GPS-enabled microchips in the animal's ears. According to the reports, the microchips will have details such as the animal's age, breed, milk yield, owner's name, cow's identification number, date of birth, health records, and migration status."
No political party has applied for EVM hackathon: Report,"As per reports, no political party has yet applied for the Election Commission's challenge to hack the Electronic Voting Machines that would begin on June 3. The EC had thrown an open challenge to all the political parties that had contested the recent five-state Assembly elections. The application for participation in the challenge was open till 5 pm on Friday."
Facial recognition to check non-attentive students at school,A French school is set to introduce facial recognition in its classes to identify students who do not pay attention. A software called Nestor will use students' webcams to analyse the eye movements and facial expressions during a video lecture. It will then create quizzes based on the content covered during the students' moments of inattentiveness.
Ex-Ford CEO to get â¹370 crore payout on leaving company,"Former Ford CEO Mark Fields could reportedly get a payout worth about â¹370 crore following his ouster from the automaker. The largest portion of the compensation will be in unvested stock awards and retirement benefits, and he will be able to use Ford's aircraft until August 1. Fields was replaced in response to investors' growing unease over Ford's falling shares."
Uber drops truck unit name 'Otto' following trademark spat,Uber has dropped the name 'Otto' of its self-driving truck unit and changed it to 'Uber Advanced Technologies Group' following a trademark infringement dispute. A Canadian robotic vehicle technology company named Otto Motors had sued Uber over similar names. Uber bought the self-driving truck startup Otto for $680 million in August 2016.
First possible black hole birth from dying star observed,"NASA astronomers have observed the first-ever case of a star that disappeared and likely became a black hole. The star, 25 times larger than the Sun was expected to explode as a bright supernova. After the tests for the star possibly being hidden behind a dust cloud came negative, astronomers concluded the black hole was formed via a ""failed supernova""."
World's highest railway station is in Tibet,"The Tanggula Railway Station in Tibet holds the Guinness World Record for being the highest railway station in the world, as it is 5,068 metres above sea level. The unstaffed station, which is located on the Qingzang railway, has a 1.25-kilometre-long platform. Further, the railway station has three tracks. "
"Couple fined for 'misleading' dancing, champagne emojis","A couple in Israel has been fined $2,200 (â¹1.4 lakh) for sending ""misleading"" emojis, including dancing and champagne emojis, to a prospective landlord. The landlord had removed his property listing, believing they wanted to rent the property. He moved the court when the couple stopped talking to him, and the court ruled in his favour saying their emojis conveyed ""optimism."""
Video: Trump pushes PM aside to get in centre of photo,"US President Donald Trump pushed aside Montenegro's Prime Minister Dusko Markovic to ensure he was at the centre of a photograph, during his first joint meeting with NATO leaders on Thursday. Following this, Trump adjusted his jacket while Markovic seemed to check who shoved him. White House Press Secretary Sean Spicer said the standing order for the photo was pre-determined."
Do not want Air India to become history: Aviation Minister,"Civil Aviation Minister Ashok Gajapathi Raju has asserted there are no plans to privatise Air India and the Ministry's goal is to ensure its survival. ""Nothing can be ruled out, want Air India to survive...don't want it to become history,"" Raju stated. He further said that Air India's finances are very bad and the company's impoverished part has to go."
Salman may launch Chunky Pandey's daughter in B'wood: Report,"According to reports, actor Salman Khan may launch Chunky Pandey's daughter Ananya Pandey in Bollywood. The 18-year-old has reportedly been taking acting and dance classes to prepare for her career. Earlier, Chunky had confirmed that Ananya wants to be an actress, and added, ""I want the kids to create their own identity and be a brand in their own right."""
Pic shows SRK with son Aryan and Saif's daughter Sara,"A picture of actor Shah Rukh Khan with his son Aryan Khan and Saif Ali Khan's daughter Sara Ali Khan from Karan Johar's 45th birthday party has emerged online. Sara is reportedly set to make her acting debut in Bollywood under Johar's banner Dharma Productions. Earlier, there were also reports that Sara will make her Bollywood debut with Aryan."
"To play a pure, innocent character is most difficult: Salman","Actor Salman Khan has said that it's difficult to bring out the honesty of pure, innocent characters onscreen, as actors themselves aren't the purest of people in real life. He said this while talking about his role in films like 'Tubelight' and 'Bajrangi Bhaijaan'. ""It is your own personality that goes against you in films like these,"" added Salman. "
"Films are made for the audience, not critics: Arjun Kapoor","Actor Arjun Kapoor said that films are made for audience and not for a limited bunch of people who call themselves critics. ""The audience is more open to giving the film space and time to enjoy what it is meant for rather than having preconceived notions,"" added Arjun. He further said that audience is the most important part of filmmaking. "
